METHODOLOGY;ALGORITHM;FORMULA;PNAME;PDESC;UNIT;RSTART;REND;STEP;DVALUE;TYPE;TYPE2;SORTA;SORTM;CONT
METHOD4;ALGORITHM4_4;FORMULA_4_4_2;Intermediate.SouthLat;Southernmost latitude of lattice or cell;radians;-90.0000000;90.0000000;0.0000001;38.8527110;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_2;TopologySettings.MaximumDistanceBetweenObjects;Maximum distance between two objects in the cluster;meters;0.0000000;100000.0000000;1.0000000;10000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_2;TopologySettings.MaximumCumulativeBandwidth;Maximum cumulative required bandwidth for all objects in the cluster;Mbps;0.0000000;10000.0000000;1.0000000;1000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.WestLon;Westernmost longitude of lattice or cell;radians;-180.0000000;180.0000000;0.0000001;43.5730000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.EastLon;Easternmost longitude of lattice or cell;radians;-180.0000000;180.0000000;0.0000001;46.5120000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.NorthLat;Northernmost latitude of lattice or cell;radians;-90.0000000;90.0000000;0.0000001;41.2609264;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.SouthLat;Southernmost latitude of lattice or cell;radians;-90.0000000;90.0000000;0.0000001;38.8527110;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.MaxLeftToRightCells;Maximum number of cells between left and right borders of lattice;cells;0.0000000;10000.0000000;1.0000000;100.0000000;IM;IM;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.MaxTopToBottomCells;Maximum number of cells between top and bottom borders of lattice;cells;0.0000000;10000.0000000;1.0000000;100.0000000;IM;IM;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.max_between_left_and_right;Maximum distance between left and right borders  of lattice;meters;0.0000000;10000000.0000000;1.0000000;100000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_3;Intermediate.max_between_top_and_bottom;Maximum distance between top and bottom borders of lattice;meters;0.0000000;10000000.0000000;1.0000000;100000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_4;Files.ListOfObjects;Filename with list of objects and their coordinates;filename;0.0000000;100.0000000;1.0000000;coordinates.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_4;Intermediate.WestLon;Westernmost longitude of lattice or cell;radians;-180.0000000;180.0000000;0.0000001;43.5730000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_4;Intermediate.EastLon;Easternmost longitude of lattice or cell;radians;-180.0000000;180.0000000;0.0000001;46.5120000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_4;Intermediate.NorthLat;Northernmost latitude of lattice or cell;radians;-90.0000000;90.0000000;0.0000001;41.2609264;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_4;Intermediate.SouthLat;Southernmost latitude of lattice or cell;radians;-90.0000000;90.0000000;0.0000001;38.8527110;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_1;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0.0000000;100.0000000;1.0000000;coordinates.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_1;TopologySettings.SNDTFThreshold;Maximum DTF to treat a node as SN;meters;0.0000000;5000.0000000;1.0000000;0.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_2;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0.0000000;100.0000000;1.0000000;coordinates.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_2;Intermediate.BNIndex;Base node index;index;0;1000;1;1;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_3;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0.0000000;100.0000000;1.0000000;coordinates.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_3;Intermediate.BNLon;Basenode longitude;radians;-180.0000000;180.0000000;0.0000001;44.7300000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_3;Intermediate.BNLat;Basenode latitude;radians;-90.0000000;90.0000000;0.0000001;40.3300000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_4;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0.0000000;100.0000000;1.0000000;coordinates.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_4;Files.NPVCalculationParameters;Filename with list of parameters for calculating NPV;filename;0.0000000;100.0000000;1.0000000;npv_params.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_4;TopologySettings.UsePreviousLayer;Flag for possibility of connection to the 2nd layer nodes;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_4;TopologySettings.FOCLBottleTrh;Bottleneck threshold for FOCL;Mbit/s;0;1000000;1;50000.00;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_4;TopologySettings.RTSBottleTrh;Bottleneck threshold for RTS;Mbit/s;0;10000;1;500.00;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_5;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0;100;1;coordinates.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.SNDTFThreshold;Maximum DTF to treat a node as SN;meters;0;5000;1;0;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0;100;1;KEN_5M.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.UseMetric;Use simplified metrics calculations ;logical;0;2;1;2;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.LastMile;Enable calculations for last mile's costs;logical;0;1;1;0;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.LMTech;Technology for the last mile implementation (FOCL, WiFi, Cell, Auto);logical;1;4;1;1;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.AdminBN;Use the priority field for administrative setting of BN;logical;0;1;1;0;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.FOCLBased;Preliminary FOCL topology optimization   ;logical;0;1;1;1;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.RTSBased;Preliminary RTS topology optimization;logical;0;1;1;0;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.EnablePostopt;Enabling post-optimization of choosed technologies by cumulative NPV/COWN;logical;0;1;1;1;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;InitialDataRadio.MaximumLinkCapacity;Bandwidth limit for RTS;Mbit/s;0.000;1000000.000;0.001;10000.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;InitialDataSatellite.MaximumLinkCapacity;Bandwidth limit for SAT;Mbit/s;0.000;10000.000;0.001;3500.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;InitialDataCellular.MaximumLinkCapacity;Bandwidth limit for CELL;Mbit/s;0.000;10000.000;0.001;30.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessCapacity;Costless metric, bandwidth limit for FOCL;Mbit/s;0;1000000;1;10000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessBwExtracharge;Costless metric, bandwidth extracharge;%;0.0;100.0;0.5;2.0;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessUnitPrice;Costless metric, Price of the unit for conversion from costless to cost-based (CAPEX);currency unit;0.00;1000000.00;0.01;13636.30;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessUnitPriceMnt;Costless metric, Price of the unit for conversion from costless to cost-based (OPEX);currency unit;0.00;1000000.00;0.01;163.64;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessCapacityRTS;Costless metric, bandwidth limit for RTS;Mbit/s;0;1000000;1;750;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessDistRTS;Costless metric, One hop distance for RTS;km;0.0;10000.0;1.0;20.0;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessCapacitySAT;Costless metric, bandwidth limit for SAT;Mbit/s;0;1000000;0.1;100;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessCapacityCELL;Costless metric, bandwidth limit for CELL;Mbit/s;0;1000000;0.1;50;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessRTSBaseMetr;Costless metric, base metric for RTS;unit;0.00;1000000.00;0.01;1.06;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessSATBaseMetr;Costless metric, base metric for SAT;unit;0.00;1000000.00;0.01;0.31;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.CostlessCELLBaseMetr;Costless metric, base metric for CELL;unit;0.00;1000000.00;0.01;0.08;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;Files.NPVSettings;Filename with settings required for NPV calculation;filename;0;100;1;ivars.json;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;Files.IntParamsSmpl;Filename with settings required for simplified calculations;filename;0;100;1;s_i_vars.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;Files.ExtParamsSmpl;Filename with settings required for simplified calculations;filename;0;100;1;s_e_vars.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.PaybackPeriod;Period of Investment Payback;year;1;50;1;5;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.FOCL_SPD_LIM;Default value for maximum applicable FOCL link speed for excess bandwidth calculations;Mbps;10.0000000;100000.0000000;1.0000000;1000.0000000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.BW_DM_C;Bandwidth demand coefficient;Mbps;1.0000000;20.0000000;1.0000000;3.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.AMRT_C;Ammortization coefficient (in % of CAPEX);percents;1;50;1;5;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.OVS_C;Oversubscription (overselling) coefficient;times;1;20;1;10;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.AFFORD_C;Affordability threshold;percents;1;10;0.5;2;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.K_DISC;Discount rate;percents;0;100;1;5;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.TAX_VAT;VAT;percents;0;100;1;20;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;IntParam.TAX_PROF;Corporate tax rate;percents;0;100;1;10;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.EnableClustering;Enabling clustering for step-by-step approach;logical;0;1;1;1;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;InitialData.UseFOCL;Use FOCL for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;InitialData.UseRTS;Use RTS for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;InitialData.UseSatellite;Use Satellite for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;InitialData.UseCellular;Use Cellular for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.ExcludeCellular;Exclude 4G enabled nodes from step-by-step process;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.UseCOWN;Use Cost of Ownership as optimization metric;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.LogToFile;Enable logging adhoc data to files;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.EnableGL;Enable logging to global env;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.MaximumNodeNumber;Maximum allowed number of nodes per cluster;nodes;5;3000;5;250;IM;IM;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.MaxRB;Maximum summarized bandwidth requirement allowed for all objects in the cluster;Mbps;10.0000000;1000000.0000000;10.0000000;50000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.MaxDist;Maximum allowed distance between two objects in the cluster;meters;1000.0000000;10000000.0000000;1000.0000000;50000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.DCNodes;Nodes with 0-DTF should use own FOCL connectivity;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;;
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.FOCLBottleTrh;Bottleneck threshold for FOCL;Mbit/s;0;1000000;1;50000.00;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.RTSBottleTrh;Bottleneck threshold for RTS;Mbit/s;0;10000;1;500.00;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.SaveTopologyPics;Enable saving of topology picture as png-file;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.SaveToFile;Enable saving topology results into csv-files (topology-results.csv, topology-nodes.csv, topology-links.csv);logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_6;TopologySettings.DataFileFormat;Swithes a format of initial datafile (0-old style, 1-new style);logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_7;InitialData.UseFOCL;Use FOCL for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_7;InitialData.UseRTS;Use RTS for optimisation;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_7;InitialData.UseSatellite;Use Satellite for optimisation;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_7;InitialData.UseCellular;Use Cellular for optimisation;logical;0.0000000;1.0000000;1.0000000;0.0000000;ID;ID;1;1;CHECKBOX
METHOD4;ALGORITHM4_5;FORMULA_4_5_7;InitialDataRadio.MaximumLinkCapacity;Bandwidth limit for RTS;Mbit/s;0.000;1000000.000;0.001;750.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_7;InitialDataSatelite.MaximumLinkCapacity;Bandwidth limit for SAT;Mbit/s;0.000;10000.000;0.001;50.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_7;InitialDataCellular.MaximumLinkCapacity;Bandwidth limit for CELL;Mbit/s;0.000;10000.000;0.001;30.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.FOCL_SPD_LIM;Default value for maximum applicable FOCL link speed for excess bandwidth calculations;Mbps;10.0000000;100000.0000000;1.0000000;1000.0000000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;InitialDataRadio.MaximumLinkCapacity;Bandwidth limit for RTS;Mbit/s;0.000;1000000.000;0.001;750.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;InitialDataSatelite.MaximumLinkCapacity;Bandwidth limit for SAT;Mbit/s;0.000;10000.000;0.001;50.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;InitialDataCellular.MaximumLinkCapacity;Bandwidth limit for CELL;Mbit/s;0.000;10000.000;0.001;30.000;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.BW_DM_C;Bandwidth demand coefficient;Mbps;1.0000000;20.0000000;1.0000000;3.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.AMRT_C;Ammortization coefficient (in % of CAPEX);percents;1;50;1;5;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.OVS_C;Oversubscription (overselling) coefficient;percents;1;20;1;10;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.AFFORD_C;Affordability threshold;percents;1;10;0.5;2;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.K_DISC;Discount rate;percents;0;100;1;5;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.TAX_VAT;VAT;percents;0;100;1;20;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.TAX_PROF;Corporate tax rate;percents;0;100;1;10;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.PaybackPeriod;Period of Investment Payback;year;1;50;1;5;ID;ID;1;1;
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;InitialData.NodeFrom;The node to connect from;node_index;1;1000;1;2;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;InitialData.NodeTo;The node to connect to;node_index;1;1000;1;3;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;IntParam.HexRes;Hexagon resolution h5/h6/h7 0/1/2;value;1;3;1;1;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_5;FORMULA_4_5_8;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0;100;1;c_simple.csv;ID;ID;1;1;INPUT
