METHODOLOGY;ALGORITHM;FORMULA;PNAME;PDESC;UNIT;RSTART;REND;STEP;DVALUE;TYPE;TYPE2;SORTA;SORTM;CONT
METHOD3;ALGORITHM3_3;FORMULA_3_3_9;GeneralVariables.LaborCostNormsForSwitchInst;Labor cost norms for installation and commissioning of switches in the STC ;hours per unit;0.1;10;0.1;3;ID;IM;16;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_9;GeneralVariables.CostNormsForSwitchInst;Cost norms on installation work and commissioning of switches;currency unit per hour;1;100;1;10;ID;IM;17;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_9;Intermediate.NumberOfSwitchesToConnectAllHotSpots;Number of switches to connect HotSpot routers of selected model;units;1;100;1;2;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_10;Intermediate.TotalCostOfSwitchesForHotSpotInst;Total cost of installation and commissioning of access switches for HotSpot;currency units;1;10000;1;200;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_10;Intermediate.TotalCostOfPushAndInstaOfHotSpots;Total cost of purchasing and installation of HotSpot routers;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_10;Intermediate.TotalCostOfLayingCablesForHotSpots;Total cost of laying cables to connect HotSpot routers;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_10;GeneralVariables.DesignConstrCoeff;The coefficient for determining the cost of design work of the total cost of construction;coeff;1;100;1;5;ID;IM;18;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_11;Intermediate.TotalCostOfSwitchesForHotSpotInst;Total cost of installation and commissioning of access switches for HotSpot;currency units;1;10000;1;200;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_11;Intermediate.TotalCostOfPushAndInstaOfHotSpots;Total cost of purchasing and installation of HotSpot routers;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_11;Intermediate.TotalCostOfLayingCablesForHotSpots;Total cost of laying cables to connect HotSpot routers;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_11;Intermediate.DesignCostHotSPot;Design cost;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_12;Intermediate.TotalLenOfCablesToHotSpot;Total length of LAN cables from STC to HotSpot routers;meters;1;1000;1;300;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_12;GeneralVariables.AnnualLaborCostOfCableOperation;Annual labor cost of cable operation of wired segment;hours per meter per year;0.01;1;0.01;0.01;ID;IM;19;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_12;GeneralVariables.CostOfOneCableOperation;Cost of LAN cable operation ;currency units per hour;1;50;1;5;ID;IM;20;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_13;Intermediate.NumberOfSwitchesToConnectAllHotSpots;Number of switches to connect HotSpot routers of selected model;units;1;100;1;2;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_13;GeneralVariables.AnnualLaborCostOfSwitchOperation;Annual labor cost of switch operation ;hours per unit per year;1;20;1;10;ID;IM;21;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_13;GeneralVariables.CostOfOneSwitchOperation;Cost of switch operation ;currency unit per hour;1;50;1;10;ID;IM;22;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_14;Intermediate.NumberOfHotSpots;Total number of routers for HOTSPOT;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_14;GeneralVariables.AnnualLaborCostOfHotSpotOperation;Annual labor cost of HotSpot operation;hours per unit per year;1;50;1;7.50;ID;ID;23;48;
METHOD3;ALGORITHM3_3;FORMULA_3_3_14;GeneralVariables.CostOfHotSpotOperation;Cost of HotSpot operation;currency unit per hour;1;20;1;8.3;ID;ID;24;49;
METHOD3;ALGORITHM3_3;FORMULA_3_3_15;Intermediate.AllHotSpotCableMaintenanceCost;Cable maintenance cost in areas from STC to HotSpot routers;currency units per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_15;Intermediate.AllSwitchesForHotSpotMaintenanceCost;Cost of access switches maintenance for HotSpots connection;currency units per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_15;Intermediate.AllHotSpotsMaintenanceCost;HotSpots maintenance cost;currency units per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_15;GeneralVariables.PeriodOfLANOperation;Supposed period of LAN operation;year;1;10;1;4;ID;IM;1;;
