METHODOLOGY;ALGORITHM;FORMULA;PNAME;PDESC;UNIT;RSTART;REND;STEP;DVALUE;TYPE;TYPE2;SORTA;SORTM
METHOD1;ALGORITHM1_7;FORMULA_1_7_3;Intermediate.ElectricityConsuptionsbyAOEs;Power consumption for access control equipment;kWh/year;10;1000;10;100;ID;;3;
METHOD1;ALGORITHM1_7;FORMULA_1_7_3;AccessTechnologyOptionsSet.CostElectricity;Cost of electricity;currency unit/kWh ;0;20;1;1;ID;ID;21;50
METHOD1;ALGORITHM1_7;FORMULA_1_7_4;Intermediate.NumberOfTAOEs;Number of TEAPs units;unit;0;10000;1;50;ID;;4;
METHOD1;ALGORITHM1_7;FORMULA_1_7_4;AccessTechnologyOptionsSet.LaborCostsActiveEquipment;Typical annual labor cost per unit of active equipment;hours/year;1;1000;10;100;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_5;Intermediate.NumberOfTAOEs;Number of TEAPs units;unit;0;10000;1;50;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_5;AccessTechnologyOptionsSet.PowerConsumptionTEOA;Annual power consumption over a unit of TEAP;kWh/year;1;1000;10;500;ID;ID;22;51
METHOD1;ALGORITHM1_7;FORMULA_1_7_6;Intermediate.AnnualLaborCostTAOEsOperation;Annual labor costs for the operation of TEAPs;hours/year;1;1000;10;100;ID;;5;
METHOD1;ALGORITHM1_7;FORMULA_1_7_6;AccessTechnologyOptionsSet.CostServiceEequipment;Cost of equipment maintenance;currency unit/hour;10;1000;10;100;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_6;Intermediate.ElectricityConsuptionsbyTAOEs;Power consumption for technical equipment of access provision;kWh/year;1;10000;10;100;ID;;6;
METHOD1;ALGORITHM1_7;FORMULA_1_7_6;AccessTechnologyOptionsSet.CostElectricity;Cost of electricity;currency unit/kWh ;1;1000;10;100;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_7;Intermediate.LinesInBuildingsLength;Length of indoor subscriber lines;km;0.1;100;0.1;10;ID;;7;
METHOD1;ALGORITHM1_7;FORMULA_1_7_7;AccessTechnologyOptionsSet.LaborCostsLengthInhouseSubscriberLines;Typical annual labor costs per km of indoor subscriber lines;hours/year;1;1000;10;10;ID;ID;23;52
METHOD1;ALGORITHM1_7;FORMULA_1_7_8;Intermediate.AnnualLaborCostSLOperation;Annual labor costs for service of indoor subscriber lines ;hours/year;0;1000;10;100;ID;;8;
METHOD1;ALGORITHM1_7;FORMULA_1_7_8;AccessTechnologyOptionsSet.CostServiceCableInfrastructure;Cost of work on the operation of cable infrastructure;currency unit/hour;0;1000;10;50;ID;ID;24;53
METHOD1;ALGORITHM1_7;FORMULA_1_7_9;Intermediate.LenghtHangedupCalbesSL;Length of the hanged-up cables of subscriber lines;km;0.1;100;0.1;10;ID;;9;
METHOD1;ALGORITHM1_7;FORMULA_1_7_9;Intermediate.LenghtHangedupCalbesCL;Length of the hanged-up cables of distribution and aggregation segment;km;0.1;100;0.1;10;ID;;10;
METHOD1;ALGORITHM1_7;FORMULA_1_7_9;AccessTechnologyOptionsSet.LaborCostsServiceSuspensionCable;Typical annual labor costs for maintenance of one km of hanged-up cable;hours/year;0;1000;10;10;ID;ID;25;54
METHOD1;ALGORITHM1_7;FORMULA_1_7_10;Intermediate.AnnualLaborCostHangedCableOperation;Annual labor costs for service of hanged-up lines;hours/year;0;1000;10;100;ID;;11;
METHOD1;ALGORITHM1_7;FORMULA_1_7_10;AccessTechnologyOptionsSet.LaborCostsServiceCableSewerage;Typical annual labor costs for maintenance of one km of cable in the duct ;hours/year;0;1000;10;10;ID;ID;26;55
METHOD1;ALGORITHM1_7;FORMULA_1_7_11;Intermediate.LenghtSLInExternalDuct;Length of subscriber lines in the outdoor cable ducts;km;0.1;100;0.1;10;ID;;12;
METHOD1;ALGORITHM1_7;FORMULA_1_7_11;Intermediate.LenghtCLInExternalDuct;Length of distribution and aggregation segment in the outdoor cable ducts;km;0.1;100;0.1;10;ID;;13;
METHOD1;ALGORITHM1_7;FORMULA_1_7_11;DevelopmentParametersSet.NormativeAnnualRentOfCableDuct;Typical annual rent the outdoor cable duct for the cable;currency unit/km;0;1000;10;50;ID;ID;27;87
METHOD1;ALGORITHM1_7;FORMULA_1_7_12;Intermediate.AnnualLaborCostCableInDuctOperation;Annual labor costs for service of lines in cable duct;hours/year;0;1000;10;100;ID;;14;
METHOD1;ALGORITHM1_7;FORMULA_1_7_12;AccessTechnologyOptionsSet.CostServiceCableInfrastructure;Cost of work on the operation of cable infrastructure;currency unit/hour;0;1000;10;100;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_13;Intermediate.LengthOfNewInfrastractureForCL;Total length of the new infrastructure for hanging-up cables of distribution and aggregation segment;km;0.1;100;0.1;10;ID;;15;
METHOD1;ALGORITHM1_7;FORMULA_1_7_13;Intermediate.LengthOfNewInfrastractureForSL;Length of the new infrastructure for hanging-up cables of subscriber lines ;km;0.1;100;0.1;10;ID;;16;
METHOD1;ALGORITHM1_7;FORMULA_1_7_13;AccessTechnologyOptionsSet.LaborCostsServicePillars;Typical annual labor costs for service of one km of the infrastructure for hanging-up cables (pillars);hours/year;0;1000;10;10;ID;ID;28;56
METHOD1;ALGORITHM1_7;FORMULA_1_7_14;Intermediate.AnnualLaborCostNewInfrastructure;Annual labor costs for new infrastructure service for hanging-up cables (pillars);hours/year;0;1000;10;100;ID;;17;
METHOD1;ALGORITHM1_7;FORMULA_1_7_14;DevelopmentParametersSet.CostOfOperationNewInfrastructure;Cost of work on the operation of the infrastructure for hanging-up cables (pillars);currency unit/hour;0;1000;10;50;ID;ID;29;77
METHOD1;ALGORITHM1_7;FORMULA_1_7_15;Intermediate.LenghtSLInExternalDuct;Length of subscriber lines in the outdoor cable ducts;km;0.1;100;0.1;10;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_15;Intermediate.LenghtCLInExternalDuct;Length of distribution and aggregation segment in the outdoor cable ducts;km;0.1;100;0.1;10;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_15;DevelopmentParametersSet.RentCostForCableInDuct;Typical annual rent the outdoor cable duct for the cable;currency unit/km;0;1000;10;200;ID;ID;30;78
METHOD1;ALGORITHM1_7;FORMULA_1_7_16;Intermediate.LenghtHangedupCalbesSL;Length of the hanged-up cables of subscriber lines;km;0.1;100;0.1;10;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_16;Intermediate.LenghtHangedupCalbesCL;Length of the hanged-up cables of distribution and aggregation segment;km;0.1;100;0.1;10;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_16;Intermediate.LengthOfNewInfrastractureForCL;Total length of the new infrastructure for hanging-up cables of distribution and aggregation segment;km;0.1;100;0.1;10;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_16;Intermediate.LengthOfNewInfrastractureForSL;Length of the new infrastructure for hanging-up cables of subscriber lines ;km;0.1;1000;0.1;10;IM;;;
METHOD1;ALGORITHM1_7;FORMULA_1_7_16;DevelopmentParametersSet.RentCostForHangedCable;Typical annual rent the pillars for the hanged-up cable;currency unit/km;0;1000;10;200;ID;ID;31;79
METHOD1;ALGORITHM1_8;ALL;;;;;;;;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_1;AccessTechnologyOptionSet.CostOfRFRLicense;Cost of a license for radio spectrum usage per one AOE;currency unit;0;1000000000;1000;50;ID;ID;7;57
METHOD1;ALGORITHM1_8;FORMULA_1_8_1;Intermediate.NumberOfAOEs;Number of AOE units;unit;0;10000;1;50;ID;;1;
METHOD1;ALGORITHM1_8;FORMULA_1_8_1;Intermediate.CostOfEquipment;Total cost of equipment;currency unit;10;1000000000;1000;1000000;ID;;2;
METHOD1;ALGORITHM1_8;FORMULA_1_8_1;PVOptionsSet.DesignEquipmentCoeff;Percentage of typical costs for design from the cost of equipment ;%;0;10;0.5;4;ID;ID;9;80
METHOD1;ALGORITHM1_8;FORMULA_1_8_1;Intermediate.CostOfConstruction;Total cost of access network deployment;currency unit;100;1000000000;1000;1000000;ID;;3;
METHOD1;ALGORITHM1_8;FORMULA_1_8_1;PVOptionsSet.DesignConstrCoeff;Percentage of typical costs for design from the cost of deployment;%;0;100;1;5;ID;ID;10;81
METHOD1;ALGORITHM1_8;FORMULA_1_8_2;Intermediate.CostOfEquipment;Total cost of equipment;currency unit;10;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_2;Intermediate.CostOfConstruction;Total cost of access network deployment;currency unit;10;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_2;Intermediate.DesignAndLicensing;Design and licensing costs;currency unit;10;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_3;Intermediate.Subscribers;Number of solvent population not covered by competitors (number of potential subscribers);people;1;10000000;100;10000;ID;;4;
METHOD1;ALGORITHM1_8;FORMULA_1_8_3;PVOptionSet.ARPU;Average month income per one subscriber;currency unit/month;1;10000000;1;20;ID;ID;11;82
METHOD1;ALGORITHM1_8;FORMULA_1_8_3;PVOptionSet.VATax;Value-added tax rate;%;0;100;1;20;ID;ID;12;83
METHOD1;ALGORITHM1_8;FORMULA_1_8_4;Intermediate.NetIncome;Net Income;currency unit/year;0;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_4;Intermediate.CostOfOperation;Cost of the annual operation of an access network;currency unit/year;0;1000000000;1000;1000000;ID;;5;
METHOD1;ALGORITHM1_8;FORMULA_1_8_4;PVOptionSet.ProfitTax;Corporate tax rate;%;0;100;1;17;ID;ID;13;84
METHOD1;ALGORITHM1_8;FORMULA_1_8_4;Intermediate.CostOfEquipmentAndMaterials;Total cost of equipment, components and materials;currency unit;0;1000000000;1000;1000000;ID;;6;
METHOD1;ALGORITHM1_8;FORMULA_1_8_4;AccessTechnologyOptionSet.AvrLifeTimeOfEqAndMat;Average lifetime of the equipment and materials;yer;1;50;1;5;ID;ID;8;58
METHOD1;ALGORITHM1_8;FORMULA_1_8_5;Intermediate.NetIncome;Net Income;currency unit/year;0;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_5;Intermediate.CostOfOperation;Cost of the annual operation of an access network;currency unit/year;0;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_5;Intermediate.CorporateTax;Corporate tax;currency unit/year;0;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_6;PVOptionSet.DiscountRate;Discount Rate;%;1;100;1;11;ID;ID;14;85
METHOD1;ALGORITHM1_8;FORMULA_1_8_6;PVOptionSet.PaybackPeriod;Period of Investment Payback;year;1;50;1;2;ID;ID;15;86
METHOD1;ALGORITHM1_8;FORMULA_1_8_6;Intermediate.CashFlow;Annual Cash Flow;currency unit/year;0;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_7;Intermediate.DiscountedCF;Discounted cash flow;currency unit/year;0;1000000000;1000;1000000;IM;;;
METHOD1;ALGORITHM1_8;FORMULA_1_8_7;Intermediate.TotalInvest;Total investment costs for access networks deployment;currency unit;0;1000000000;1000;1000000;IM;;;
